Feed_Temp_K,Feed_Pres_Pa,zF_Benzene,Feed_Flow_kmolh,N_Stages,Feed_Stage_Ratio,Reflux_Ratio,Bottoms_Ratio,Feed_Stage,Bottoms_Flow_kmolh,Distillate_Flow_kmolh
365.4226043951444,142089.83733991493,0.5889131216640708,96.66421055767525,25,0.47181462658901796,3.9734331617880576,0.3795283614168338,12,36.687,59.97721055767525
353.08718863673244,106169.86633515632,0.513303361580614,111.44585880089211,17,0.4815063430320375,4.113339514807036,0.5982636567669292,8,66.674,44.771858800892105
355.44454152129845,177686.85566450784,0.6721378950624058,80.50946684807023,27,0.41578728441912205,2.4661758118536308,0.3800641273272067,11,30.599,49.91046684807023
359.8221616502926,110759.38805100542,0.6644266231970183,98.95649569873703,21,0.5175901706280546,3.067531427064553,0.6380194941605395,11,63.136,35.82049569873703
360.6674174641862,116447.83977701401,0.39002435535097935,100.94484229127326,25,0.40731457704426444,3.718638543905695,0.4713981116031905,10,47.585,53.35984229127326
358.3562848081128,187599.970958008,0.4618397879183982,115.73501066868944,18,0.6171171413855019,3.765675129725819,0.5598270031376418,11,64.792,50.94301066868944
349.3317504496025,148464.0698473597,0.5054400734380199,80.71941101841992,19,0.49660108948604476,3.5237690077282418,0.5937315625813868,9,47.926,32.79341101841992
362.65410842244614,196532.8089249787,0.43908816240149784,116.71083759411712,24,0.5717173422763141,3.290608583361113,0.5649410006855504,14,65.935,50.77583759411712
340.43652816799994,177392.85110528013,0.4259526342714036,111.415683992155,24,0.6479379695664607,2.2847124919630826,0.42115488281376523,16,46.923,64.492683992155
337.6146596926732,195612.13204246448,0.42715335780664876,119.65748928863823,19,0.6424028500911638,4.4006578070859526,0.6045296610745361,12,72.337,47.32048928863823
353.4335686459673,152358.4495528948,0.6801487836922672,83.82664216640738,25,0.4459459712835346,4.093665843896421,0.5675228736618492,11,47.574,36.252642166407384
354.38387282209663,116027.36881363335,0.5366781503178294,99.38429436999378,20,0.3773713872643421,3.400190927465113,0.5800218304441287,8,57.645,41.73929436999378
